T2M,RH2M,PS,datetime,hour,month,T2M_diff,RH2M_diff,PS_diff,T2M_roll_mean,RH2M_roll_mean,PS_roll_mean,T2M_roll_std,RH2M_roll_std,PS_roll_std,T2M_roll_dev,RH2M_roll_dev,PS_roll_dev
13.31,41.89,988.5,2025-02-11 02:00:00,2,2,0.22000000000000064,-1.4699999999999989,-0.5,19.111666666666668,31.027916666666666,989.4583333333334,6.23936567753274,11.163979335407713,1.2860173325804511,-5.801666666666668,10.862083333333334,-0.9583333333333712
13.91,39.09,988.3,2025-02-11 03:00:00,3,2,0.5999999999999996,-2.799999999999997,-0.20000000000004547,19.15625,31.048750000000002,989.4708333333334,6.196277151926052,11.179160858488494,1.2726142783406136,-5.24625,8.041250000000002,-1.1708333333334622
14.99,35.8,988.5,2025-02-11 04:00:00,4,2,1.08,-3.2900000000000063,0.20000000000004547,19.251250000000002,30.927083333333332,989.4833333333335,6.110025483829509,11.107703350911256,1.261009487483454,-4.261250000000002,4.872916666666665,-0.9833333333334622
14.37,37.09,988.9,2025-02-11 05:00:00,5,2,-0.620000000000001,1.2900000000000063,0.39999999999997726,19.3475,30.797083333333333,989.4875000000001,6.009180114805718,11.012183165915427,1.2588167321752672,-4.977500000000001,6.29291666666667,-0.587500000000091
12.88,42.06,989.4,2025-02-11 06:00:00,6,2,-1.4899999999999984,4.969999999999999,0.5,19.401666666666667,30.809166666666666,989.475,5.941598867430534,11.024898665279022,1.2581041637891608,-6.5216666666666665,11.250833333333336,-0.07500000000004547
14.98,41.75,990.1,2025-02-11 07:00:00,7,2,2.0999999999999996,-0.3100000000000023,0.7000000000000455,19.437083333333334,30.832916666666666,989.4541666666665,5.911265206415817,11.048799060910053,1.2427106300873723,-4.457083333333333,10.917083333333334,0.6458333333334849
18.11,30.04,990.8,2025-02-11 08:00:00,8,2,3.129999999999999,-11.71,0.6999999999999318,19.46708333333333,30.880416666666665,989.4249999999998,5.902244583477621,11.042576683854257,1.2000905762865328,-1.3570833333333319,-0.8404166666666661,1.3750000000001137
22.08,24.99,991.1,2025-02-11 09:00:00,9,2,3.969999999999999,-5.050000000000001,0.3000000000000682,19.497083333333332,30.928750000000004,989.3874999999999,5.914102143746688,11.012874012795217,1.1280273277547546,2.582916666666666,-5.938750000000006,1.712500000000091
26.79,16.96,991.0,2025-02-11 10:00:00,10,2,4.710000000000001,-8.029999999999998,-0.10000000000002274,19.521666666666665,30.990416666666665,989.35,5.9443247809529876,10.926411750059817,1.0533590163753006,7.268333333333334,-14.030416666666664,1.6499999999999773
28.45,15.5,990.2,2025-02-11 11:00:00,11,2,1.6600000000000001,-1.4600000000000009,-0.7999999999999545,19.54375,31.059166666666666,989.3125,5.97777173295425,10.818531973328554,1.0031743096990844,8.90625,-15.559166666666666,0.8875000000000455
29.27,14.88,989.1,2025-02-11 12:00:00,12,2,0.8200000000000003,-0.6199999999999992,-1.1000000000000227,19.562916666666666,31.13,989.2791666666667,6.009427723001044,10.70131036267158,0.9960701767896225,9.707083333333333,-16.25,-0.17916666666667425
29.47,14.78,988.2,2025-02-11 13:00:00,13,2,0.1999999999999993,-0.10000000000000142,-0.8999999999999773,19.58125,31.197916666666668,989.2541666666667,6.0401578675743135,10.586797347624609,1.0159506863474501,9.888749999999998,-16.41791666666667,-1.0541666666666742
29.11,15.15,987.4,2025-02-11 14:00:00,14,2,-0.35999999999999943,0.370000000000001,-0.8000000000000682,19.598333333333333,31.264166666666668,989.2291666666666,6.067587205204068,10.476019372071596,1.054794093507684,9.511666666666667,-16.11416666666667,-1.8291666666666515
28.11,16.88,986.9,2025-02-11 15:00:00,15,2,-1.0,1.7299999999999986,-0.5,19.614166666666666,31.2975,989.1958333333333,6.090183060479168,10.426761659096922,1.1160797722205056,8.495833333333334,-14.4175,-2.2958333333333485
24.54,33.3,986.6,2025-02-11 16:00:00,16,2,-3.5700000000000003,16.419999999999998,-0.2999999999999545,19.61625,31.409166666666664,989.15,6.0919318079059614,10.433539112197675,1.1996376264404343,4.923749999999998,1.8908333333333331,-2.5499999999999545
21.48,32.46,986.7,2025-02-11 17:00:00,17,2,-3.0599999999999987,-0.8399999999999963,0.10000000000002274,19.60291666666667,31.562083333333334,989.0916666666666,6.0872928795525985,10.420368840656456,1.2839872228317364,1.8770833333333314,0.8979166666666671,-2.391666666666538
19.71,35.25,987.1,2025-02-11 18:00:00,18,2,-1.7699999999999996,2.789999999999999,0.39999999999997726,19.58125,31.780833333333334,989.0208333333334,6.085889104777926,10.441235524367993,1.3461633619628814,0.12875000000000014,3.4691666666666663,-1.9208333333333485
18.19,38.41,987.8,2025-02-11 19:00:00,19,2,-1.5199999999999996,3.1599999999999966,0.6999999999999318,19.55875,31.99291666666667,988.9499999999999,6.09016977881447,10.525215056839247,1.3644556168761783,-1.3687499999999986,6.417083333333327,-1.1499999999999773
16.86,41.46,988.1,2025-02-11 20:00:00,20,2,-1.3300000000000018,3.0500000000000043,0.3000000000000682,19.535416666666666,32.232083333333335,988.875,6.09978544110682,10.677699629790125,1.3594276289127976,-2.675416666666667,9.227916666666665,-0.7749999999999773
15.75,44.17,988.5,2025-02-11 21:00:00,21,2,-1.1099999999999994,2.710000000000001,0.39999999999997726,19.515,32.500416666666666,988.8125,6.112102747827665,10.900466475523897,1.3397963829690855,-3.7650000000000006,11.669583333333335,-0.3125
14.82,46.9,988.8,2025-02-11 22:00:00,22,2,-0.9299999999999997,2.729999999999997,0.2999999999999545,19.500833333333333,32.79291666666666,988.7625000000002,6.123019940226252,11.197244023948334,1.3157284310749946,-4.680833333333332,14.107083333333335,0.037499999999795364
14.0,50.05,988.8,2025-02-11 23:00:00,23,2,-0.8200000000000003,3.1499999999999986,0.0,19.49083333333333,33.135416666666664,988.7208333333333,6.132174532150575,11.604015414150696,1.2971470925464161,-5.490833333333331,16.914583333333333,0.07916666666665151
13.33,53.0,988.7,2025-02-12 00:00:00,0,2,-0.6699999999999999,2.950000000000003,-0.09999999999990905,19.48333333333333,33.55083333333334,988.6875,6.139912665196011,12.139730287334995,1.2864891557326676,-6.153333333333331,19.449166666666663,0.012500000000045475
13.08,54.9,988.3,2025-02-12 01:00:00,1,2,-0.25,1.8999999999999986,-0.40000000000009095,19.482916666666668,34.031666666666666,988.6583333333334,6.140365715752679,12.757944725666123,1.2870311866284165,-6.402916666666668,20.868333333333332,-0.3583333333334622
13.1,56.06,987.9,2025-02-12 02:00:00,2,2,0.019999999999999574,1.1600000000000037,-0.39999999999997726,19.474166666666665,34.62208333333333,988.6333333333333,6.149687101737606,13.44671674138905,1.2960363208334502,-6.374166666666666,21.437916666666673,-0.7333333333333485
12.84,57.23,987.7,2025-02-12 03:00:00,3,2,-0.2599999999999998,1.1699999999999946,-0.1999999999999318,19.429583333333333,35.377916666666664,988.6083333333332,6.195487473656484,14.197628699482548,1.3084729455619115,-6.589583333333334,21.852083333333333,-0.9083333333331893
12.5,58.09,988.0,2025-02-12 04:00:00,4,2,-0.33999999999999986,0.8600000000000065,0.2999999999999545,19.325833333333332,36.306666666666665,988.5875,6.293144590789429,14.936284872653806,1.3142405643038815,-6.825833333333332,21.78333333333334,-0.5874999999999773
11.77,59.51,988.6,2025-02-12 05:00:00,5,2,-0.7300000000000004,1.4199999999999946,0.6000000000000227,19.217499999999998,37.240833333333335,988.5750000000002,6.403575937131632,15.670474845518378,1.3125646981954118,-7.447499999999998,22.269166666666663,0.024999999999863576
11.83,59.21,989.4,2025-02-12 06:00:00,6,2,0.0600000000000005,-0.29999999999999716,0.7999999999999545,19.17375,37.95541666666667,988.5749999999999,6.452159606438691,16.27899659848819,1.3125646981954118,-7.343749999999998,21.25458333333333,0.8250000000000455
15.51,47.89,990.1,2025-02-12 07:00:00,7,2,3.6799999999999997,-11.32,0.7000000000000455,19.195833333333333,38.21125,988.5750000000002,6.438073514624752,16.389097731616857,1.3125646981954118,-3.685833333333333,9.67875,1.5249999999998636
18.45,40.22,990.9,2025-02-12 08:00:00,8,2,2.9399999999999995,-7.670000000000002,0.7999999999999545,19.21,38.635416666666664,988.5791666666668,6.435954035559037,16.29991437138429,1.3200721873073546,-0.7600000000000016,1.5845833333333346,2.320833333333212
22.74,31.58,991.7,2025-02-12 09:00:00,9,2,4.289999999999999,-8.64,0.8000000000000682,19.2375,38.91,988.6041666666666,6.4501447573916435,16.114505752648498,1.3744498240506031,3.5024999999999977,-7.329999999999998,3.0958333333334167
25.8,24.62,991.7,2025-02-12 10:00:00,10,2,3.0600000000000023,-6.959999999999997,0.0,19.19625,39.229166666666664,988.6333333333333,6.402736380031312,15.73218051076062,1.4336534863182886,6.603750000000002,-14.609166666666663,3.0666666666667197
26.85,22.23,991.1,2025-02-12 11:00:00,11,2,1.0500000000000007,-2.3900000000000006,-0.6000000000000227,19.129583333333333,39.50958333333333,988.6708333333332,6.309851151808067,15.346073985724505,1.4871856018952538,7.720416666666669,-17.27958333333333,2.429166666666788
27.28,20.44,990.2,2025-02-12 12:00:00,12,2,0.4299999999999997,-1.7899999999999991,-0.8999999999999773,19.046666666666667,39.74125,988.7166666666667,6.182595955876931,14.996072329982116,1.5176259110164956,8.233333333333334,-19.30125,1.4833333333333485
27.2,19.25,989.5,2025-02-12 13:00:00,13,2,-0.08000000000000185,-1.1900000000000013,-0.7000000000000455,18.952083333333334,39.9275,988.7708333333334,6.03172625025155,14.697360085342853,1.5215778900054935,8.247916666666665,-20.677500000000002,0.7291666666666288
26.71,18.63,989.0,2025-02-12 14:00:00,14,2,-0.48999999999999844,-0.620000000000001,-0.5,18.852083333333333,40.0725,988.8375,5.873824011195381,14.457493092569944,1.4937005403824088,7.857916666666668,-21.4425,0.16250000000002274
25.74,18.72,988.8,2025-02-12 15:00:00,15,2,-0.9700000000000024,0.08999999999999986,-0.20000000000004547,18.753333333333334,40.149166666666666,988.9166666666666,5.72956456852789,14.333505265229938,1.4357747996648866,6.986666666666665,-21.429166666666667,-0.11666666666667425
23.29,22.78,988.9,2025-02-12 16:00:00,16,2,-2.4499999999999993,4.060000000000002,0.10000000000002274,18.701249999999998,39.71083333333333,989.0125000000002,5.680143378855017,14.708029725485506,1.348529795253165,4.588750000000001,-16.930833333333332,-0.1125000000001819
18.37,34.07,989.3,2025-02-12 17:00:00,17,2,-4.919999999999998,11.29,0.39999999999997726,18.571666666666665,39.77791666666666,989.1208333333334,5.64938601255422,14.677160008181602,1.2559351847906282,-0.20166666666666444,-5.707916666666662,0.17916666666656056
16.99,36.3,990.1,2025-02-12 18:00:00,18,2,-1.3800000000000026,2.229999999999997,0.8000000000000682,18.458333333333332,39.821666666666665,989.2458333333333,5.65283896867758,14.664635860719642,1.1938171029730078,-1.4683333333333337,-3.5216666666666683,0.8541666666667425
16.07,37.74,990.8,2025-02-12 19:00:00,19,2,-0.9199999999999982,1.4400000000000048,0.6999999999999318,18.37,39.793749999999996,989.3708333333334,5.673739660852722,14.668077379865004,1.192906267192289,-2.3000000000000007,-2.0537499999999937,1.4291666666665606
15.14,39.43,991.2,2025-02-12 20:00:00,20,2,-0.9299999999999997,1.6899999999999977,0.40000000000009095,18.298333333333332,39.70916666666667,989.5,5.704422134104444,14.66390360172038,1.2169098426771223,-3.1583333333333314,-0.27916666666666856,1.7000000000000455
14.45,40.27,991.4,2025-02-12 21:00:00,21,2,-0.6900000000000013,0.8400000000000034,0.1999999999999318,18.24416666666667,39.54666666666667,989.6208333333334,5.735758102857503,14.633899497151184,1.2566273587770338,-3.794166666666669,0.7233333333333363,1.7791666666665833
13.82,41.15,991.5,2025-02-12 22:00:00,22,2,-0.629999999999999,0.8799999999999955,0.10000000000002274,18.2025,39.30708333333333,989.7333333333332,5.765270271578824,14.555134901220306,1.3000557401596013,-4.3825,1.8429166666666674,1.7666666666667652
13.25,41.98,991.6,2025-02-12 23:00:00,23,2,-0.5700000000000003,0.8299999999999983,0.10000000000002274,18.17125,38.97083333333333,989.8499999999999,5.791015013907933,14.388424670293867,1.337746320262667,-4.921250000000001,3.0091666666666654,1.7500000000001137
12.59,43.4,991.6,2025-02-13 00:00:00,0,2,-0.6600000000000001,1.4200000000000017,0.0,18.140416666666667,38.57083333333333,989.9708333333333,5.819810604394034,14.112245042688805,1.3601403912987324,-5.550416666666667,4.829166666666666,1.6291666666667197
11.75,45.62,991.2,2025-02-13 01:00:00,1,2,-0.8399999999999999,2.219999999999999,-0.39999999999997726,18.084999999999997,38.18416666666666,990.0916666666667,5.876150766112944,13.768325943095958,1.3338133193959665,-6.334999999999997,7.435833333333335,1.1083333333333485
10.99,47.58,990.6,2025-02-13 02:00:00,2,2,-0.7599999999999998,1.9600000000000009,-0.6000000000000227,17.997083333333332,37.83083333333334,990.2041666666668,5.969027653076437,13.39334095302679,1.2522949946422903,-7.007083333333332,9.74916666666666,0.39583333333325754
10.42,48.64,989.9,2025-02-13 03:00:00,3,2,-0.5700000000000003,1.0600000000000023,-0.7000000000000455,17.89625,37.47291666666667,990.2958333333335,6.079353378444357,12.960160183914391,1.1361564369653507,-7.4762499999999985,11.16708333333333,-0.3958333333334849
10.04,49.24,989.8,2025-02-13 04:00:00,4,2,-0.3800000000000008,0.6000000000000014,-0.10000000000002274,17.79375,37.104166666666664,990.3708333333334,6.19394993206051,12.464469474282824,1.032716622878908,-7.75375,12.135833333333338,-0.5708333333334394
9.4,51.01,989.9,2025-02-13 05:00:00,5,2,-0.6399999999999988,1.769999999999996,0.10000000000002274,17.695,36.75,990.4250000000001,6.311930731972606,11.908508832287163,0.9678528454349313,-8.295,14.259999999999998,-0.525000000000091
9.43,50.53,990.3,2025-02-13 06:00:00,6,2,0.02999999999999936,-0.4799999999999969,0.39999999999997726,17.595000000000002,36.38833333333333,990.4625,6.42685534030604,11.313683391540678,0.9435421236552893,-8.165000000000003,14.141666666666673,-0.16250000000002274
11.94,42.99,990.8,2025-02-13 07:00:00,7,2,2.51,-7.539999999999999,0.5,17.446250000000003,36.18416666666666,990.4916666666668,6.5178802986062445,11.139979282106514,0.9426681220806868,-5.506250000000003,6.805833333333339,0.3083333333331666
15.8,34.71,991.5,2025-02-13 08:00:00,8,2,3.860000000000001,-8.280000000000001,0.7000000000000455,17.335833333333333,35.95458333333333,990.5166666666668,6.522581455266208,11.109925832008003,0.9617315302167588,-1.5358333333333327,-1.2445833333333312,0.9833333333332348
21.26,23.91,991.8,2025-02-13 09:00:00,9,2,5.460000000000001,-10.8,0.2999999999999545,17.27416666666667,35.635,990.5208333333334,6.4760978029694805,11.348978502201996,0.9672817882872401,3.985833333333332,-11.724999999999998,1.2791666666665833
24.95,15.05,991.5,2025-02-13 10:00:00,10,2,3.6899999999999977,-8.86,-0.2999999999999545,17.23875,35.236250000000005,990.5124999999999,6.429601591890257,11.907214040052219,0.9574933306514785,7.71125,-20.186250000000005,0.9875000000000682
26.63,11.57,990.8,2025-02-13 11:00:00,11,2,1.6799999999999997,-3.4800000000000004,-0.7000000000000455,17.229583333333334,34.79208333333333,990.5,6.415444326451602,12.59256888498739,0.9514291309843377,9.400416666666665,-23.22208333333333,0.2999999999999545
27.54,9.71,989.7,2025-02-13 12:00:00,12,2,0.9100000000000001,-1.8599999999999994,-1.099999999999909,17.24041666666667,34.345,990.4791666666666,6.433348224996134,13.29515374275311,0.9636791666386038,10.29958333333333,-24.634999999999998,-0.7791666666665833
27.68,9.02,988.8,2025-02-13 13:00:00,13,2,0.14000000000000057,-0.6900000000000013,-0.900000000000091,17.260416666666668,33.918749999999996,990.4499999999999,6.4663184063180035,13.948105158047936,1.004338415154715,10.419583333333332,-24.898749999999996,-1.6499999999999773
26.99,9.3,988.3,2025-02-13 14:00:00,14,2,-0.6900000000000013,0.28000000000000114,-0.5,17.27208333333333,33.529999999999994,990.4208333333332,6.484336296811561,14.511392226378186,1.0570587440570884,9.717916666666667,-24.229999999999993,-2.1208333333332803
25.76,10.38,988.2,2025-02-13 15:00:00,15,2,-1.2299999999999969,1.08,-0.09999999999990905,17.272916666666664,33.1825,990.3958333333334,6.485473050472782,14.973948173845343,1.103149312549752,8.487083333333338,-22.802499999999995,-2.1958333333333258
23.07,14.11,988.4,2025-02-13 16:00:00,16,2,-2.6900000000000013,3.7299999999999986,0.1999999999999318,17.26375,32.82125,990.375,6.476748253158027,15.33602757717228,1.1368338947840346,5.806249999999999,-18.71125,-1.9750000000000227
17.57,25.5,988.8,2025-02-13 17:00:00,17,2,-5.5,11.39,0.39999999999997726,17.230416666666667,32.464166666666664,990.3541666666666,6.4728647506118255,15.405302846651983,1.1617000910008652,0.33958333333333357,-6.964166666666664,-1.5541666666666742
16.17,27.29,989.7,2025-02-13 18:00:00,18,2,-1.3999999999999986,1.7899999999999991,0.900000000000091,17.196250000000003,32.08875,990.3375000000001,6.476352175415027,15.417540917239187,1.1683554030381038,-1.026250000000001,-4.798749999999998,-0.6375000000000455
15.12,29.11,990.2,2025-02-13 19:00:00,19,2,-1.0500000000000025,1.8200000000000003,0.5,17.156666666666666,31.729166666666668,990.3125,6.4864304289915795,15.380600688405949,1.1644414596817974,-2.036666666666667,-2.6191666666666684,-0.11249999999995453
14.2,30.7,990.3,2025-02-13 20:00:00,20,2,-0.9199999999999999,1.5899999999999999,0.09999999999990905,17.117500000000003,31.365416666666665,990.2750000000001,6.501956394541931,15.293543673056009,1.1490071328268472,-2.917500000000004,-0.6654166666666654,0.024999999999863576
13.46,31.9,990.1,2025-02-13 21:00:00,21,2,-0.7399999999999984,1.1999999999999993,-0.1999999999999318,17.076249999999998,31.016666666666666,990.2208333333333,6.522722699383015,15.176644146061832,1.1240374303867706,-3.6162499999999973,0.8833333333333329,-0.12083333333328028
12.79,33.12,990.2,2025-02-13 22:00:00,22,2,-0.6700000000000017,1.2199999999999989,0.10000000000002274,17.033333333333335,30.682083333333335,990.1666666666666,6.548416779561574,15.031351288488063,1.0905390237410704,-4.243333333333336,2.4379166666666627,0.033333333333416704
12.01,34.85,990.0,2025-02-13 23:00:00,23,2,-0.7799999999999994,1.730000000000004,-0.20000000000004547,16.981666666666666,30.385,990.1,6.584358056370853,14.867919067282578,1.047149339451697,-4.971666666666666,4.465,-0.10000000000002274
11.13,37.4,989.4,2025-02-14 00:00:00,0,2,-0.879999999999999,2.549999999999997,-0.6000000000000227,16.920833333333334,30.135,990.0083333333332,6.633260013432317,14.688927210952336,1.0056002605619316,-5.7908333333333335,7.264999999999997,-0.6083333333332348
10.59,38.88,989.0,2025-02-14 01:00:00,1,2,-0.5400000000000009,1.480000000000004,-0.39999999999997726,16.8725,29.854166666666668,989.9166666666665,6.676659702471866,14.442362782923826,0.9924351546658883,-6.282499999999999,9.025833333333335,-0.9166666666665151
10.11,40.26,988.7,2025-02-14 02:00:00,2,2,-0.4800000000000004,1.3799999999999955,-0.2999999999999545,16.835833333333333,29.549166666666665,989.8375,6.712688774232958,14.125564218561799,1.0111605471730132,-6.725833333333334,10.710833333333333,-1.1374999999999318
9.43,42.8,988.5,2025-02-14 03:00:00,3,2,-0.6799999999999997,2.539999999999999,-0.20000000000004547,16.794583333333332,29.305833333333336,989.7791666666666,6.756726104033711,13.829598980844459,1.0471406892935091,-7.364583333333332,13.494166666666661,-1.2791666666665833
8.95,44.63,988.5,2025-02-14 04:00:00,4,2,-0.4800000000000004,1.8300000000000054,0.0,16.749166666666667,29.11375,989.7249999999999,6.807574372754421,13.570273078055685,1.0791502292903108,-7.799166666666668,15.516250000000003,-1.224999999999909
8.46,46.57,988.8,2025-02-14 05:00:00,5,2,-0.48999999999999844,1.9399999999999977,0.2999999999999545,16.709999999999997,28.928749999999997,989.6791666666667,6.854239563948947,13.286077483262833,1.0946427515904509,-8.249999999999996,17.641250000000003,-0.8791666666667197
8.68,45.9,989.1,2025-02-14 06:00:00,6,2,0.21999999999999886,-0.6700000000000017,0.3000000000000682,16.678749999999997,28.735833333333336,989.6291666666667,6.890487653910912,12.989080335842628,1.0924560150935985,-7.998749999999998,17.164166666666663,-0.529166666666697
11.49,37.58,989.6,2025-02-14 07:00:00,7,2,2.8100000000000005,-8.32,0.5,16.66,28.510416666666668,989.5791666666665,6.904541038803723,12.77615185963828,1.0636194017932523,-5.17,9.06958333333333,0.020833333333484916
15.08,30.95,990.3,2025-02-14 08:00:00,8,2,3.59,-6.629999999999999,0.6999999999999318,16.63,28.35375,989.5291666666666,6.910002202227267,12.719753488346646,0.9954152145022978,-1.549999999999999,2.5962499999999977,0.7708333333333712
20.82,20.35,990.7,2025-02-14 09:00:00,9,2,5.74,-10.599999999999998,0.40000000000009095,16.611666666666668,28.205416666666668,989.4833333333332,6.8977568292427796,12.794366959945918,0.9077763882157848,4.208333333333332,-7.855416666666667,1.2166666666668107
25.33,12.39,990.4,2025-02-14 10:00:00,10,2,4.509999999999998,-7.960000000000001,-0.3000000000000682,16.6275,28.094583333333333,989.4375,6.918135115640916,12.92414591549036,0.8255762151033765,8.702499999999997,-15.704583333333332,0.9624999999999773
27.34,10.0,989.6,2025-02-14 11:00:00,11,2,2.0100000000000016,-2.3900000000000006,-0.7999999999999545,16.657083333333333,28.02916666666667,989.3874999999999,6.964132630637107,13.015076514051895,0.7742106779819461,10.682916666666667,-18.02916666666667,0.21250000000009095
28.54,8.78,988.4,2025-02-14 12:00:00,12,2,1.1999999999999993,-1.2200000000000006,-1.2000000000000455,16.69875,27.990416666666665,989.3333333333334,7.034710409354554,13.073244326107558,0.7965505342486111,11.841249999999999,-19.210416666666667,-0.933333333333394
28.89,8.95,987.3,2025-02-14 13:00:00,13,2,0.3500000000000014,0.16999999999999993,-1.1000000000000227,16.749166666666667,27.9875,989.2708333333334,7.120644155440492,13.077667738485307,0.8932009689893127,12.140833333333333,-19.0375,-1.9708333333334167
28.41,10.02,986.5,2025-02-14 14:00:00,14,2,-0.4800000000000004,1.0700000000000003,-0.7999999999999545,16.808333333333334,28.017500000000002,989.1958333333333,7.214714834623097,13.033686872033538,1.0415202795639908,11.601666666666667,-17.997500000000002,-2.6958333333333258
27.27,11.75,986.3,2025-02-14 15:00:00,15,2,-1.1400000000000006,1.7300000000000004,-0.20000000000004547,16.87125,28.074583333333337,989.1166666666667,7.302226171875287,12.955849435733954,1.183093464151286,10.39875,-16.324583333333337,-2.8166666666667197
24.31,17.17,986.2,2025-02-14 16:00:00,16,2,-2.960000000000001,5.420000000000002,-0.09999999999990905,16.922916666666666,28.202083333333334,989.025,7.352207878481729,12.826862091842536,1.3185136559247663,7.387083333333333,-11.032083333333333,-2.824999999999932
18.78,29.33,986.5,2025-02-14 17:00:00,17,2,-5.529999999999998,12.159999999999997,0.2999999999999545,16.973333333333333,28.361666666666668,988.9291666666667,7.360981542930625,12.815603148425353,1.4155899574125879,1.8066666666666684,0.9683333333333302,-2.4291666666666742
17.03,33.5,987.1,2025-02-14 18:00:00,18,2,-1.75,4.170000000000002,0.6000000000000227,17.00916666666667,28.620416666666667,988.8208333333332,7.358993856480188,12.855653291759623,1.453026576452022,0.02083333333333215,4.879583333333333,-1.7208333333331893
15.95,36.43,987.8,2025-02-14 19:00:00,19,2,-1.0800000000000018,2.9299999999999997,0.6999999999999318,17.04375,28.925416666666663,988.7208333333334,7.35167642076657,12.954229116111577,1.4364749022938046,-1.09375,7.504583333333336,-0.9208333333334622
15.1,38.49,988.2,2025-02-14 20:00:00,20,2,-0.8499999999999996,2.0600000000000023,0.40000000000009095,17.08125,29.25,988.6333333333332,7.338824282392179,13.097428888076486,1.3995858600683158,-1.981250000000001,9.240000000000002,-0.4333333333331666
14.41,39.86,988.2,2025-02-14 21:00:00,21,2,-0.6899999999999995,1.3699999999999974,0.0,17.120833333333334,29.581666666666667,988.5541666666667,7.320983490991173,13.267138765176636,1.3663595448455814,-2.7108333333333334,10.278333333333332,-0.35416666666662877
13.9,40.98,987.7,2025-02-14 22:00:00,22,2,-0.5099999999999998,1.1199999999999974,-0.5,17.167083333333334,29.909166666666668,988.4499999999999,7.295897286156645,13.453976918647378,1.33025005821668,-3.267083333333334,11.07083333333333,-0.7499999999998863
13.55,41.6,987.3,2025-02-14 23:00:00,23,2,-0.34999999999999964,0.6200000000000045,-0.40000000000009095,17.23125,30.190416666666668,988.3375,7.2552279876084445,13.63114033290402,1.3074410785606878,-3.6812499999999986,11.409583333333334,-1.0375000000000227
13.45,41.44,986.8,2025-02-15 00:00:00,0,2,-0.10000000000000142,-0.1600000000000037,-0.5,17.327916666666667,30.35875,988.2291666666666,7.185522872364843,13.74848396780547,1.3231974339723271,-3.8779166666666676,11.081249999999997,-1.4291666666666742
13.53,40.18,986.2,2025-02-15 01:00:00,1,2,0.08000000000000007,-1.259999999999998,-0.599999999999909,17.450416666666666,30.41291666666667,988.1125000000001,7.090086452632296,13.786025526554099,1.3747134088667554,-3.920416666666666,9.767083333333328,-1.9125000000000227
13.64,38.86,985.5,2025-02-15 02:00:00,2,2,0.11000000000000121,-1.3200000000000003,-0.7000000000000455,17.5975,30.354583333333334,987.9791666666666,6.966731034305165,13.745449833423022,1.4673191071869813,-3.9574999999999996,8.505416666666665,-2.4791666666666288
13.86,39.38,985.0,2025-02-15 03:00:00,3,2,0.21999999999999886,0.5200000000000031,-0.5,17.782083333333333,30.21208333333333,987.8333333333334,6.797557092628137,13.628043969238457,1.5826962867935073,-3.922083333333333,9.167916666666674,-2.8333333333333712
13.3,40.75,985.3,2025-02-15 04:00:00,4,2,-0.5599999999999987,1.3699999999999974,0.2999999999999545,17.963333333333335,30.050416666666663,987.6999999999999,6.607146767387563,13.471687696202665,1.6571321481766783,-4.663333333333334,10.699583333333337,-2.3999999999999773
12.35,42.96,986.0,2025-02-15 05:00:00,5,2,-0.9500000000000011,2.210000000000001,0.7000000000000455,18.12541666666667,29.900000000000002,987.5833333333334,6.408610362267712,13.29825781331996,1.6747917889193054,-5.77541666666667,13.059999999999999,-1.5833333333333712
12.21,44.84,986.8,2025-02-15 06:00:00,6,2,-0.1399999999999988,1.8800000000000026,0.7999999999999545,18.2725,29.855833333333333,987.4875000000001,6.220141372642178,13.244459027362966,1.6498517719981547,-6.0625,14.98416666666667,-0.6875000000001137
15.85,36.48,987.4,2025-02-15 07:00:00,7,2,3.639999999999999,-8.360000000000007,0.6000000000000227,18.45416666666667,29.810000000000002,987.3958333333334,6.07542370443482,13.218444623359801,1.5873081305940775,-2.6041666666666696,6.669999999999995,0.004166666666606034
19.08,27.03,987.7,2025-02-15 08:00:00,8,2,3.2299999999999986,-9.449999999999996,0.3000000000000682,18.620833333333334,29.646666666666665,987.2875,6.033557546478639,13.227961053130914,1.4644519675355931,0.4591666666666647,-2.6166666666666636,0.41250000000002274
23.84,19.66,987.8,2025-02-15 09:00:00,9,2,4.760000000000002,-7.370000000000001,0.09999999999990905,18.746666666666666,29.617916666666662,987.1666666666666,6.112393444731045,13.24977702163883,1.278472820839535,5.093333333333334,-9.957916666666662,0.6333333333333258
27.21,15.13,987.7,2025-02-15 10:00:00,10,2,3.370000000000001,-4.529999999999999,-0.09999999999990905,18.825,29.732083333333332,987.0541666666667,6.2116706427430355,13.105902082039906,1.0858693838779514,8.385000000000002,-14.602083333333331,0.6458333333333712
27.94,15.09,987.6,2025-02-15 11:00:00,11,2,0.7300000000000004,-0.040000000000000924,-0.10000000000002274,18.85,29.944166666666664,986.9708333333333,6.248528870340674,12.810565244516658,0.9502764662571817,9.09,-14.854166666666664,0.6291666666667197
28.15,15.31,987.1,2025-02-15 12:00:00,12,2,0.2099999999999973,0.22000000000000064,-0.5,18.83375,30.21625,986.9166666666666,6.222686972054479,12.404423408956019,0.9010460909269478,9.31625,-14.906249999999998,0.18333333333339397
27.91,15.98,986.3,2025-02-15 13:00:00,13,2,-0.23999999999999844,0.6699999999999999,-0.8000000000000682,18.792916666666667,30.509166666666662,986.875,6.156694115151319,11.955282229557211,0.9056585401288532,9.117083333333333,-14.529166666666661,-0.5750000000000455
